promedio_kardex,horas_estudio,asistencias,unidades_aprobadas,nivel_estres,motivacion,beca,trabaja,perfil_rendimiento,edad,horas_ocio,integrantes_familia,ingresos_familiares,actividades_extracurriculares,participacion_clase,apoyo_gubernamental,habilidades_blandas,sociabilidad,semestre,materias_cursando,carrera
83.5,4,85,6,7,7,No,Sí,Rendimiento Promedio,25,5,1,39726,1,90,Sí,79.7,78.3,10,7,Ing. Mecánica
82.1,3,93,8,7,7,Sí,Sí,Rendimiento Promedio,22,1,1,30551,2,88,No,86.3,85.6,9,6,Ing. Mecánica
87.6,2,83,5,5,6,No,Sí,Rendimiento Promedio,25,1,5,23434,1,80,No,81.6,82.4,11,5,Ing. Mecánica
98.1,3,97,9,1,10,Sí,Sí,Alto Rendimiento,21,5,1,40353,2,87,Sí,84.0,79.9,1,6,Ing. Mecánica
87.6,2,84,8,7,5,No,No,Rendimiento Promedio,23,4,5,12620,0,87,No,73.9,85.9,3,7,Ing. Gestión Empresarial
86.9,2,88,7,4,6,Sí,Sí,Rendimiento Promedio,25,1,3,20286,0,87,Sí,84.6,87.4,9,6,Ing. Gestión Empresarial
83.5,2,80,5,7,7,No,Sí,Rendimiento Promedio,18,2,3,37770,1,95,No,89.5,92.2,2,7,Ing. Civil
88.8,2,80,7,5,7,No,No,Rendimiento Promedio,24,3,5,7843,3,88,Sí,82.7,78.3,2,4,Ing. Gestión Empresarial
88.3,3,87,7,5,6,No,Sí,Rendimiento Promedio,18,5,4,6267,3,84,Sí,87.2,87.7,7,6,Ing. Inteligencia Artificial
70.0,1,81,1,8,1,No,No,Bajo Rendimiento,25,1,3,7474,3,79,No,89.4,79.1,7,5,Ing. Mecánica
80.0,4,87,8,6,5,No,No,Rendimiento Promedio,19,4,2,27020,1,85,No,86.2,89.9,4,5,Arquitectura
93.8,4,98,9,3,9,Sí,No,Alto Rendimiento,18,2,2,17117,1,82,Sí,88.1,86.1,5,5,Ing. Química
90.0,3,84,6,5,5,No,No,Rendimiento Promedio,21,5,2,15860,1,80,Sí,81.1,89.5,9,7,Ing. Civil
85.7,3,88,8,5,6,No,No,Rendimiento Promedio,19,2,5,48264,0,84,No,86.1,83.7,11,7,Ing. Civil
97.7,3,95,9,3,9,No,No,Alto Rendimiento,24,3,3,31687,2,77,Sí,81.9,91.2,6,5,Arquitectura
82.2,3,93,6,7,5,No,No,Rendimiento Promedio,23,4,1,22114,1,74,No,82.5,79.9,2,6,Ing. Civil
71.7,1,79,2,9,1,Sí,No,Bajo Rendimiento,21,5,1,34992,3,86,Sí,83.0,85.6,11,6,Ing. Gestión Empresarial
84.5,4,86,8,7,5,No,No,Rendimiento Promedio,23,5,2,40581,0,97,No,90.5,89.0,7,7,Ing. Gestión Empresarial
80.0,4,80,5,6,5,No,Sí,Rendimiento Promedio,25,1,4,42960,2,89,Sí,88.5,89.7,10,7,Ing. Electrónica
85.1,3,87,8,7,8,No,No,Rendimiento Promedio,23,2,1,22347,1,80,No,75.4,79.6,5,7,Ing. Mecánica
88.7,3,90,7,4,6,No,Sí,Rendimiento Promedio,19,5,1,45664,3,89,No,90.4,83.4,9,7,Ing. Mecánica
80.0,4,86,7,5,7,No,No,Rendimiento Promedio,19,2,4,16385,0,98,No,92.0,81.0,11,6,Ing. Industrial
84.5,3,92,8,5,5,No,No,Rendimiento Promedio,21,3,4,8386,1,82,No,84.7,86.5,2,6,Ing. Mecánica
72.2,1,72,3,9,3,No,No,Bajo Rendimiento,19,1,2,11879,3,78,No,85.9,87.4,7,5,Ing. Civil
86.1,4,92,8,6,5,No,Sí,Rendimiento Promedio,21,3,2,7497,1,88,No,87.9,85.5,5,5,Ing. Bioquímica
87.1,2,84,7,5,7,No,No,Rendimiento Promedio,18,1,1,18039,0,94,No,93.1,81.8,1,5,Ing. Inteligencia Artificial
83.0,2,86,5,7,6,No,Sí,Rendimiento Promedio,24,1,2,34476,1,86,No,79.1,89.4,1,7,Ing. Industrial
81.0,3,87,6,4,8,No,Sí,Rendimiento Promedio,18,2,6,7803,1,84,No,85.3,81.3,12,7,Ing. Gestión Empresarial
86.6,4,84,5,7,7,Sí,Sí,Rendimiento Promedio,24,1,1,16825,0,82,No,82.1,77.4,1,6,Ing. Mecánica
92.9,3,99,10,4,10,Sí,No,Alto Rendimiento,25,3,2,6217,1,80,Sí,92.2,81.8,5,7,Ing. Sistemas
74.3,2,70,2,8,1,No,No,Bajo Rendimiento,22,3,3,5525,2,81,No,87.3,81.7,1,6,Ing. Civil
85.1,2,92,6,5,5,No,Sí,Rendimiento Promedio,20,3,2,12566,3,84,No,80.8,81.9,9,7,Arquitectura
77.0,2,77,2,10,2,No,No,Bajo Rendimiento,20,2,4,38048,1,94,No,89.5,86.2,11,4,Arquitectura
80.0,2,90,7,7,8,Sí,Sí,Rendimiento Promedio,18,2,6,26961,0,72,No,84.0,80.8,9,7,Ing. Industrial
97.5,4,98,10,3,9,Sí,Sí,Alto Rendimiento,22,4,7,24803,1,97,Sí,88.8,89.1,8,5,Ing. Inteligencia Artificial
89.3,2,84,7,4,8,No,Sí,Rendimiento Promedio,25,5,2,41591,3,90,Sí,72.8,85.6,5,7,Ing. Gestión Empresarial
73.9,1,81,1,10,1,No,No,Bajo Rendimiento,20,4,3,39489,1,83,No,86.0,83.6,9,7,Arquitectura
83.9,4,90,8,4,6,No,No,Rendimiento Promedio,21,4,7,44289,1,87,No,81.9,87.5,2,6,Ing. Electrónica
82.4,3,85,6,6,5,Sí,No,Rendimiento Promedio,21,1,3,23167,3,81,No,96.8,80.4,12,6,Ing. Civil
74.9,1,81,2,8,2,No,No,Bajo Rendimiento,19,1,4,35135,3,95,Sí,75.5,85.0,12,6,Ing. Electrónica
85.5,2,85,5,7,8,No,Sí,Rendimiento Promedio,25,4,2,30076,2,77,Sí,85.8,81.7,3,7,Arquitectura
96.6,3,97,8,2,8,No,No,Alto Rendimiento,20,5,5,18197,1,77,No,84.4,83.8,3,7,Ing. Mecánica
88.2,3,88,6,4,8,No,No,Rendimiento Promedio,23,4,4,21467,0,88,No,81.4,83.7,4,6,Ing. Sistemas
96.0,4,95,8,2,9,Sí,Sí,Alto Rendimiento,25,2,1,16532,0,85,No,82.9,81.6,2,6,Ing. Industrial
77.4,1,81,2,8,4,No,No,Bajo Rendimiento,21,3,4,13225,0,85,No,84.0,80.7,12,4,Ing. Mecánica
82.8,4,87,5,7,6,No,Sí,Rendimiento Promedio,20,4,4,49900,0,83,Sí,77.0,84.7,12,6,Arquitectura
80.8,3,89,7,6,6,No,Sí,Rendimiento Promedio,19,1,3,47157,3,81,Sí,84.1,84.8,10,5,Ing. Gestión Empresarial
83.0,3,84,5,7,6,No,Sí,Rendimiento Promedio,18,5,1,8799,1,83,No,82.5,90.9,4,6,Ing. Electrónica
81.5,3,80,7,7,7,No,No,Rendimiento Promedio,22,1,5,24828,2,91,Sí,86.2,86.8,1,6,Ing. Mecánica
83.8,2,82,7,4,6,No,Sí,Rendimiento Promedio,23,2,4,44734,0,91,Sí,85.9,73.8,7,4,Ing. Mecánica
70.0,2,79,1,10,2,Sí,No,Bajo Rendimiento,19,1,3,48513,3,89,Sí,86.4,80.2,5,6,Arquitectura
84.6,4,89,5,7,5,No,Sí,Rendimiento Promedio,19,1,6,25439,1,81,Sí,77.3,84.8,4,6,Ing. Civil
77.0,1,79,3,7,1,Sí,No,Bajo Rendimiento,19,5,2,10252,3,79,No,84.2,85.7,2,7,Ing. Química
86.0,4,80,8,4,6,Sí,No,Rendimiento Promedio,22,5,4,8032,2,94,No,84.1,83.3,12,5,Arquitectura
85.4,4,80,5,7,8,No,Sí,Rendimiento Promedio,21,1,5,42930,2,76,Sí,84.7,82.8,8,7,Ing. Mecánica
84.3,3,94,5,7,8,No,Sí,Rendimiento Promedio,20,1,1,9199,0,83,Sí,82.7,84.9,12,6,Ing. Mecánica
88.1,3,88,8,4,7,No,No,Rendimiento Promedio,18,4,1,18328,1,85,Sí,76.8,91.2,12,5,Ing. Inteligencia Artificial
71.9,1,76,4,9,3,No,No,Bajo Rendimiento,24,2,6,20448,1,100,No,81.6,90.0,3,5,Arquitectura
95.0,4,99,10,2,9,No,No,Alto Rendimiento,18,4,4,37233,3,85,No,87.0,85.4,5,5,Ing. Sistemas
93.6,4,95,10,3,8,Sí,No,Alto Rendimiento,23,5,4,30412,3,88,No,75.2,86.5,3,7,Ing. Industrial
85.4,3,95,5,6,7,No,Sí,Rendimiento Promedio,22,4,4,14769,3,87,No,82.9,80.4,12,6,Ing. Sistemas
86.0,4,81,6,7,5,No,Sí,Rendimiento Promedio,18,4,1,28438,1,91,No,91.0,81.0,10,4,Ing. Gestión Empresarial
83.9,2,89,6,4,6,No,Sí,Rendimiento Promedio,23,1,2,27464,1,89,No,85.6,80.6,7,6,Ing. Civil
73.2,1,84,4,9,3,No,No,Bajo Rendimiento,25,1,5,44614,0,88,No,85.7,84.5,4,6,Arquitectura
85.5,2,89,6,6,7,No,Sí,Rendimiento Promedio,23,2,5,24511,2,86,Sí,82.9,74.7,12,7,Ing. Civil
99.9,4,98,10,2,8,Sí,No,Alto Rendimiento,25,3,3,32306,2,88,No,84.3,84.8,9,7,Ing. Bioquímica
80.0,2,79,4,9,2,No,No,Bajo Rendimiento,22,3,6,33241,0,83,No,79.1,87.6,1,6,Ing. Gestión Empresarial
89.3,4,93,8,6,8,No,Sí,Rendimiento Promedio,22,4,3,47949,2,70,No,80.2,89.4,5,6,Arquitectura
80.0,2,74,2,10,1,No,No,Bajo Rendimiento,20,2,4,10313,2,81,Sí,79.5,84.3,5,5,Ing. Bioquímica
89.7,4,81,5,4,5,No,Sí,Rendimiento Promedio,20,2,1,45400,3,87,No,89.9,76.6,11,4,Ing. Sistemas
81.4,2,89,6,6,6,No,Sí,Rendimiento Promedio,22,5,1,39677,0,81,No,77.7,80.9,7,6,Ing. Industrial
83.3,3,80,5,5,6,No,No,Rendimiento Promedio,20,1,2,13260,0,84,No,85.0,87.7,1,7,Ing. Gestión Empresarial
95.3,3,96,10,4,8,No,Sí,Alto Rendimiento,21,5,2,45771,2,83,No,86.2,75.8,8,6,Ing. Química
89.5,4,86,8,6,6,No,No,Rendimiento Promedio,19,3,7,15536,0,83,No,78.7,84.3,7,5,Arquitectura
81.6,4,88,6,6,6,Sí,Sí,Rendimiento Promedio,18,2,3,24642,3,88,No,85.7,84.9,8,7,Ing. Inteligencia Artificial
77.7,2,70,2,7,4,No,No,Bajo Rendimiento,18,3,3,31673,3,86,No,79.6,89.7,12,7,Ing. Gestión Empresarial
96.3,3,96,8,2,9,Sí,Sí,Alto Rendimiento,24,1,2,12325,1,85,Sí,84.8,83.6,1,5,Ing. Civil
83.1,3,90,5,5,5,No,Sí,Rendimiento Promedio,18,1,6,6149,1,73,No,88.1,82.8,11,6,Ing. Civil
88.3,4,87,6,4,8,Sí,Sí,Rendimiento Promedio,18,1,2,33377,3,76,Sí,77.8,73.3,3,5,Arquitectura
83.0,2,89,8,5,7,Sí,Sí,Rendimiento Promedio,21,3,5,29888,3,87,No,89.5,88.2,6,6,Ing. Mecánica
83.5,2,89,6,5,7,No,No,Rendimiento Promedio,21,2,2,44811,2,79,No,84.9,78.9,7,6,Arquitectura
80.0,1,85,4,8,2,No,No,Bajo Rendimiento,19,5,4,17549,0,88,No,85.6,79.7,11,7,Ing. Sistemas
71.4,2,84,2,8,3,No,No,Bajo Rendimiento,22,2,5,22004,1,82,No,86.5,86.1,3,6,Ing. Gestión Empresarial
85.1,2,80,5,4,6,No,Sí,Rendimiento Promedio,20,2,2,21977,3,82,Sí,78.5,77.2,9,6,Ing. Civil
84.6,4,91,5,4,6,No,Sí,Rendimiento Promedio,19,4,3,32472,0,76,Sí,82.9,90.6,5,6,Ing. Industrial
86.9,3,80,5,5,6,Sí,No,Rendimiento Promedio,24,2,1,19816,3,84,Sí,77.0,90.5,7,5,Arquitectura
99.0,4,100,9,1,8,Sí,No,Alto Rendimiento,18,5,3,38379,3,75,No,82.5,81.8,7,6,Arquitectura
81.0,4,90,5,6,6,No,Sí,Rendimiento Promedio,20,4,3,35314,3,79,No,78.6,84.6,5,5,Ing. Gestión Empresarial
79.2,2,85,1,9,1,No,No,Bajo Rendimiento,24,2,2,18144,2,82,No,83.7,75.5,4,7,Ing. Sistemas
94.8,4,95,9,1,10,No,No,Alto Rendimiento,19,4,3,19668,2,87,No,82.5,81.2,9,7,Ing. Gestión Empresarial
83.0,2,87,6,4,6,No,No,Rendimiento Promedio,18,2,1,15159,0,86,No,83.1,88.8,4,5,Ing. Inteligencia Artificial
77.1,2,72,3,8,1,Sí,No,Bajo Rendimiento,19,1,2,47386,0,84,Sí,85.4,89.6,12,6,Arquitectura
82.2,3,82,5,5,5,Sí,No,Rendimiento Promedio,18,1,6,31654,0,88,No,86.2,81.6,7,7,Ing. Industrial
88.5,4,92,8,7,8,Sí,No,Rendimiento Promedio,25,2,1,45654,1,81,No,88.4,83.0,2,6,Ing. Electrónica
87.0,2,84,5,6,5,No,Sí,Rendimiento Promedio,23,4,3,32579,2,86,No,79.1,83.8,8,4,Ing. Química
87.9,4,93,6,4,8,No,Sí,Rendimiento Promedio,18,5,4,12723,2,79,No,77.8,73.9,4,6,Ing. Civil
83.1,2,87,5,7,6,No,Sí,Rendimiento Promedio,25,1,3,15646,1,84,Sí,82.3,82.8,5,7,Ing. Industrial
86.9,2,90,7,5,8,No,No,Rendimiento Promedio,25,4,1,18799,1,80,No,94.5,85.1,5,4,Ing. Mecánica
83.5,2,86,6,4,6,No,Sí,Rendimiento Promedio,25,5,3,17928,1,85,No,87.4,93.3,1,6,Ing. Industrial
95.1,4,96,8,3,8,Sí,No,Alto Rendimiento,23,4,1,47133,2,87,No,90.9,91.5,4,5,Ing. Mecánica
97.5,3,100,8,2,9,Sí,Sí,Alto Rendimiento,21,2,4,23311,0,87,No,77.7,91.5,7,7,Ing. Bioquímica
87.4,2,93,6,4,6,No,No,Rendimiento Promedio,18,1,2,47308,0,82,Sí,75.0,92.4,4,6,Ing. Gestión Empresarial
83.0,3,87,5,5,6,No,Sí,Rendimiento Promedio,19,1,2,25091,2,87,No,91.5,89.9,2,5,Ing. Gestión Empresarial
87.8,3,88,7,5,5,No,Sí,Rendimiento Promedio,20,1,2,8360,3,86,Sí,91.4,82.1,5,7,Ing. Mecánica
79.7,2,70,5,7,2,Sí,No,Bajo Rendimiento,21,2,2,12886,2,82,No,90.0,81.6,7,5,Ing. Química
82.4,2,93,7,4,7,Sí,Sí,Rendimiento Promedio,23,5,5,24259,0,83,No,85.7,84.5,4,6,Ing. Gestión Empresarial
85.2,3,81,7,7,8,No,No,Rendimiento Promedio,20,5,3,6577,1,88,No,83.1,78.9,6,6,Ing. Mecánica
96.4,3,100,10,1,10,Sí,Sí,Alto Rendimiento,23,1,3,49852,3,86,No,86.4,92.7,11,6,Ing. Inteligencia Artificial
85.3,2,94,6,4,7,Sí,Sí,Rendimiento Promedio,25,5,2,42065,1,82,No,83.6,84.0,4,5,Ing. Industrial
85.0,4,85,7,7,6,No,Sí,Rendimiento Promedio,25,1,2,44483,2,91,No,86.7,87.8,3,5,Arquitectura
86.8,2,80,7,5,5,No,Sí,Rendimiento Promedio,24,5,1,41201,2,75,No,86.3,91.4,10,6,Arquitectura
86.8,3,84,8,4,7,No,Sí,Rendimiento Promedio,22,1,3,37653,2,81,Sí,88.1,89.8,11,4,Ing. Industrial
81.8,3,85,8,4,5,No,Sí,Rendimiento Promedio,25,5,4,37050,3,80,No,78.7,83.2,1,6,Ing. Civil
88.0,3,92,7,5,5,Sí,Sí,Rendimiento Promedio,20,4,4,36730,2,79,No,88.8,74.4,11,6,Ing. Electrónica
73.9,1,77,3,8,3,No,No,Bajo Rendimiento,25,1,3,40192,0,82,No,79.1,87.4,11,7,Ing. Gestión Empresarial
70.0,1,70,4,7,1,No,No,Bajo Rendimiento,22,1,3,37666,3,92,No,94.3,87.3,8,7,Ing. Gestión Empresarial
70.9,1,77,4,7,2,No,No,Bajo Rendimiento,24,3,1,21917,0,79,No,83.0,88.3,11,5,Ing. Gestión Empresarial
75.6,2,72,4,8,1,No,No,Bajo Rendimiento,22,1,4,18785,2,86,No,80.0,82.2,6,5,Ing. Sistemas
93.9,3,97,10,4,8,No,No,Alto Rendimiento,21,5,3,12615,0,86,Sí,89.1,78.0,10,5,Ing. Civil
86.7,4,91,8,6,5,No,Sí,Rendimiento Promedio,20,4,3,8454,1,91,No,86.8,80.5,3,5,Ing. Mecánica
81.7,3,83,7,5,6,Sí,Sí,Rendimiento Promedio,23,4,4,26527,1,87,No,76.3,88.3,1,6,Arquitectura
75.0,1,73,4,7,1,No,No,Bajo Rendimiento,18,5,3,16805,2,89,No,82.4,89.7,4,7,Ing. Industrial
88.9,3,91,7,5,6,No,Sí,Rendimiento Promedio,21,2,3,16344,1,94,No,83.4,91.0,11,5,Ing. Gestión Empresarial
70.3,2,79,2,8,4,No,No,Bajo Rendimiento,21,1,4,35614,2,81,Sí,79.3,87.7,12,7,Ing. Sistemas
77.9,2,70,1,9,1,No,No,Bajo Rendimiento,18,4,1,41640,0,84,No,82.9,81.2,4,6,Ing. Inteligencia Artificial
74.8,2,85,5,7,2,No,No,Bajo Rendimiento,20,5,1,39273,3,81,No,76.2,86.1,12,7,Arquitectura
87.4,3,86,8,5,7,No,Sí,Rendimiento Promedio,23,4,5,15482,2,75,No,86.4,80.5,8,6,Arquitectura
89.9,4,89,7,6,5,No,Sí,Rendimiento Promedio,21,4,1,20002,1,77,No,82.6,83.2,6,5,Ing. Industrial
88.0,4,87,7,4,5,Sí,Sí,Rendimiento Promedio,22,5,6,14533,3,84,No,79.9,87.9,3,6,Ing. Industrial
77.4,1,71,4,10,3,No,No,Bajo Rendimiento,18,3,2,6758,2,79,No,78.1,81.1,5,4,Ing. Bioquímica
85.4,2,95,7,6,7,Sí,Sí,Rendimiento Promedio,23,4,4,39712,3,81,No,84.7,84.8,11,6,Ing. Sistemas
76.7,2,75,3,8,4,No,No,Bajo Rendimiento,19,4,1,26953,0,90,Sí,84.3,92.6,6,7,Ing. Sistemas
84.8,3,95,7,7,6,No,Sí,Rendimiento Promedio,21,2,7,22939,0,86,No,84.7,97.4,11,7,Ing. Civil
80.0,3,89,8,7,6,No,Sí,Rendimiento Promedio,23,3,1,6602,3,91,No,79.1,89.0,5,6,Ing. Mecánica
88.2,4,90,6,4,7,No,No,Rendimiento Promedio,22,2,7,23937,2,87,No,78.2,77.7,2,6,Ing. Mecánica
80.0,4,91,7,6,8,No,Sí,Rendimiento Promedio,20,5,1,13767,3,86,No,86.3,87.8,6,7,Ing. Civil
84.6,3,95,5,6,6,No,Sí,Rendimiento Promedio,20,1,1,5869,1,91,Sí,88.4,83.6,8,6,Ing. Sistemas
94.5,4,95,9,4,8,Sí,Sí,Alto Rendimiento,18,5,1,39093,2,84,No,95.0,82.6,8,5,Ing. Gestión Empresarial
95.0,4,99,10,3,9,Sí,No,Alto Rendimiento,22,3,5,27971,3,86,Sí,89.8,81.2,11,6,Ing. Industrial
75.8,1,84,4,9,3,No,No,Bajo Rendimiento,18,5,2,47169,2,82,Sí,92.2,79.7,6,5,Ing. Gestión Empresarial
87.9,4,86,6,5,8,No,No,Rendimiento Promedio,21,3,3,9247,1,85,No,79.3,88.1,3,5,Ing. Mecánica
95.4,4,97,8,3,9,Sí,No,Alto Rendimiento,18,2,4,11050,2,82,No,86.8,89.2,8,6,Ing. Mecánica
85.6,3,88,7,4,8,No,Sí,Rendimiento Promedio,19,4,5,24990,3,86,No,83.5,88.8,1,5,Ing. Industrial
84.2,2,94,8,4,5,No,Sí,Rendimiento Promedio,18,5,3,32143,3,78,No,89.2,81.3,7,5,Ing. Inteligencia Artificial
87.3,4,82,5,7,5,No,Sí,Rendimiento Promedio,18,5,2,10333,3,83,No,82.2,82.8,8,5,Ing. Inteligencia Artificial
96.5,3,99,9,4,8,No,Sí,Alto Rendimiento,21,4,2,25111,0,88,Sí,94.1,95.6,5,6,Ing. Gestión Empresarial
83.6,4,80,6,6,6,No,Sí,Rendimiento Promedio,22,5,2,29517,0,78,No,84.0,80.0,4,5,Arquitectura
94.0,4,97,9,3,8,Sí,No,Alto Rendimiento,23,5,4,10606,1,87,No,89.3,85.4,5,7,Ing. Mecánica
86.6,4,89,7,4,6,Sí,No,Rendimiento Promedio,23,1,2,15172,0,89,No,78.4,80.2,1,6,Ing. Mecánica
80.0,4,86,5,6,6,Sí,Sí,Rendimiento Promedio,19,1,5,20347,0,92,Sí,86.3,84.7,6,5,Ing. Mecánica
93.0,3,100,9,2,9,Sí,No,Alto Rendimiento,18,4,4,25222,1,78,No,78.0,80.6,12,7,Arquitectura
73.0,1,79,5,10,3,No,No,Bajo Rendimiento,21,2,2,14534,2,82,No,86.3,83.5,11,6,Ing. Química
90.0,2,95,7,5,5,No,Sí,Rendimiento Promedio,21,5,1,47649,2,88,No,82.3,88.9,10,5,Ing. Civil
86.4,3,86,5,5,6,No,Sí,Rendimiento Promedio,25,5,6,30480,1,82,Sí,91.0,82.0,5,6,Ing. Civil
90.0,3,80,8,5,8,No,No,Rendimiento Promedio,23,2,7,49434,1,81,No,94.4,88.3,5,7,Arquitectura
83.8,2,85,7,7,7,No,No,Rendimiento Promedio,21,5,3,15054,3,84,No,79.9,78.7,5,6,Ing. Mecánica
95.3,4,98,9,2,10,Sí,No,Alto Rendimiento,22,2,2,42487,2,82,Sí,83.7,87.9,9,4,Arquitectura
84.0,2,80,6,4,5,No,No,Rendimiento Promedio,18,4,2,17056,0,87,Sí,82.2,78.3,12,7,Arquitectura
82.0,3,87,7,6,6,No,No,Rendimiento Promedio,20,4,2,21919,3,81,No,85.4,82.7,9,7,Ing. Mecánica
83.7,3,89,8,7,7,No,No,Rendimiento Promedio,23,2,1,20398,2,83,Sí,77.1,86.4,8,5,Ing. Industrial
82.7,4,93,7,6,6,No,Sí,Rendimiento Promedio,24,2,1,38454,0,85,No,76.5,89.5,10,5,Ing. Mecánica
86.7,2,84,7,4,6,No,Sí,Rendimiento Promedio,24,3,4,25156,0,83,No,88.6,83.5,9,6,Ing. Civil
95.2,3,97,8,2,9,Sí,No,Alto Rendimiento,23,1,3,44524,1,80,Sí,78.7,84.1,5,4,Ing. Gestión Empresarial
93.3,3,96,10,4,9,Sí,No,Alto Rendimiento,19,1,2,13929,0,78,No,81.5,80.1,2,7,Ing. Mecánica
82.9,4,91,5,6,8,No,No,Rendimiento Promedio,20,5,7,40681,1,87,Sí,80.6,87.9,2,6,Ing. Mecánica
94.5,3,95,9,2,9,No,Sí,Alto Rendimiento,22,5,7,22171,0,82,No,80.1,91.6,10,6,Arquitectura
88.5,2,82,6,6,6,Sí,Sí,Rendimiento Promedio,24,2,1,22156,2,85,No,80.0,79.0,8,6,Ing. Gestión Empresarial
96.3,3,97,10,3,8,No,Sí,Alto Rendimiento,23,2,4,29811,0,78,Sí,80.7,81.7,3,6,Ing. Química
90.0,2,87,5,7,7,No,Sí,Rendimiento Promedio,18,1,2,12546,2,89,No,82.6,85.6,1,5,Ing. Bioquímica
70.0,1,73,1,10,4,No,No,Bajo Rendimiento,20,5,2,21061,1,84,No,88.6,94.0,2,5,Ing. Sistemas
96.1,4,97,10,2,8,Sí,Sí,Alto Rendimiento,20,1,5,38457,3,82,No,87.5,88.2,12,5,Ing. Química
86.8,4,91,8,6,5,Sí,Sí,Rendimiento Promedio,24,4,1,12955,1,93,No,76.6,80.6,6,6,Ing. Gestión Empresarial
72.4,2,70,5,7,3,No,No,Bajo Rendimiento,23,1,2,26972,3,81,No,90.9,79.7,7,7,Ing. Sistemas
90.0,3,95,6,6,5,No,Sí,Rendimiento Promedio,20,1,3,10267,0,87,Sí,84.2,86.8,10,7,Ing. Sistemas
76.8,2,80,2,8,2,No,No,Bajo Rendimiento,19,2,2,30349,2,86,No,90.3,81.9,12,6,Ing. Civil
84.8,3,86,7,5,7,No,Sí,Rendimiento Promedio,18,5,3,35380,0,81,No,81.2,79.8,6,6,Arquitectura
93.3,4,100,10,4,9,Sí,Sí,Alto Rendimiento,21,4,3,29726,1,84,No,96.3,78.4,1,7,Ing. Mecánica
84.1,3,80,7,7,8,Sí,Sí,Rendimiento Promedio,18,1,3,34592,2,85,Sí,82.9,90.3,12,5,Arquitectura
78.2,1,81,3,8,1,No,No,Bajo Rendimiento,24,1,4,33675,1,87,No,81.6,81.2,1,4,Ing. Mecánica
96.2,3,98,9,3,8,No,No,Alto Rendimiento,23,2,1,31041,3,84,No,85.6,74.3,6,6,Ing. Gestión Empresarial
75.3,1,73,1,9,1,Sí,No,Bajo Rendimiento,20,3,1,48783,1,85,Sí,91.0,78.7,7,7,Ing. Civil
81.3,2,81,6,7,7,Sí,Sí,Rendimiento Promedio,18,5,5,41787,0,86,No,86.6,83.8,1,4,Ing. Mecánica
80.4,2,85,7,5,7,No,No,Rendimiento Promedio,21,5,5,9211,0,73,No,81.3,87.0,8,6,Ing. Mecánica
84.7,2,86,6,6,5,No,Sí,Rendimiento Promedio,25,5,3,10986,0,82,Sí,77.1,87.6,5,5,Ing. Sistemas
81.1,2,83,5,4,7,No,Sí,Rendimiento Promedio,19,1,5,40355,3,85,No,81.9,85.3,3,5,Ing. Mecánica
95.6,3,95,9,4,9,No,Sí,Alto Rendimiento,18,1,3,32635,0,72,No,81.9,89.3,6,6,Ing. Bioquímica
83.4,2,80,8,4,8,No,Sí,Rendimiento Promedio,18,1,3,48194,1,85,No,90.3,90.8,5,5,Arquitectura
82.6,4,87,8,6,7,No,Sí,Rendimiento Promedio,19,3,3,45413,3,94,No,80.9,88.9,12,4,Ing. Química
74.8,2,78,2,10,4,No,No,Bajo Rendimiento,19,1,6,41240,1,88,Sí,94.7,93.1,10,6,Ing. Civil
87.0,3,87,6,4,6,No,Sí,Rendimiento Promedio,23,5,3,26883,2,80,No,84.0,88.7,6,6,Ing. Química
83.3,4,93,6,6,6,No,Sí,Rendimiento Promedio,20,5,6,25512,0,96,No,85.6,73.2,1,4,Ing. Civil
82.6,4,84,6,6,6,Sí,Sí,Rendimiento Promedio,20,2,1,28356,2,77,No,86.1,89.0,6,5,Ing. Electrónica
86.6,2,81,7,7,7,No,Sí,Rendimiento Promedio,23,3,6,10084,0,82,No,86.0,84.9,1,6,Ing. Civil
74.9,1,79,5,9,1,No,No,Bajo Rendimiento,19,4,2,15096,3,91,No,73.3,86.8,12,7,Ing. Electrónica
94.0,3,99,8,3,9,No,Sí,Alto Rendimiento,21,1,3,7060,3,85,Sí,83.6,86.7,5,4,Ing. Electrónica
83.9,2,80,7,5,7,No,No,Rendimiento Promedio,25,4,3,12463,2,88,No,84.3,90.7,5,5,Ing. Industrial
86.9,3,88,7,4,6,No,Sí,Rendimiento Promedio,20,1,1,24709,2,90,No,91.1,82.2,6,6,Ing. Industrial
80.0,4,86,7,7,7,No,No,Rendimiento Promedio,21,3,4,42222,0,89,Sí,91.3,83.3,10,6,Ing. Mecánica
97.2,3,97,8,3,8,Sí,No,Alto Rendimiento,19,3,2,38590,3,78,Sí,84.2,83.8,10,6,Ing. Mecánica
80.3,2,92,5,6,5,No,Sí,Rendimiento Promedio,18,5,2,23445,0,81,No,85.9,88.2,8,7,Arquitectura
80.0,1,82,3,9,4,No,No,Bajo Rendimiento,23,3,3,32911,1,83,No,86.1,90.1,7,5,Ing. Gestión Empresarial
85.1,3,89,5,4,8,No,Sí,Rendimiento Promedio,25,4,2,29735,1,87,No,86.4,80.8,7,6,Ing. Mecánica
82.1,4,88,7,7,6,Sí,Sí,Rendimiento Promedio,24,4,4,22290,0,84,No,90.3,91.8,8,6,Ing. Gestión Empresarial
84.1,4,86,8,5,6,No,Sí,Rendimiento Promedio,19,3,3,24170,0,80,Sí,84.0,91.1,7,5,Ing. Mecánica
